Wavelength (nm),MMS1,MMS2,JSC Mars-1,MGS-1 Prototype
885,0.323091,0.322018,0.334997,0.228582
886,0.32337,0.322307,0.33506,0.228417
887,0.323645,0.322598,0.335155,0.228231
888,0.323918,0.322928,0.335228,0.228056
889,0.32421,0.323264,0.335287,0.227864
890,0.324517,0.323596,0.335336,0.22768
891,0.324819,0.323917,0.335373,0.227525
892,0.325177,0.324272,0.335438,0.227352
893,0.325534,0.324635,0.335485,0.227175
894,0.325864,0.324998,0.335502,0.227007
895,0.326203,0.325393,0.335547,0.226848
896,0.32659,0.325816,0.335626,0.226695
897,0.32699,0.326229,0.3357,0.226543
898,0.32736,0.326605,0.335736,0.226389
899,0.327755,0.327021,0.335789,0.2262
900,0.328193,0.327459,0.335866,0.226019
901,0.328668,0.327909,0.335963,0.225867
902,0.329131,0.328388,0.336062,0.22571
903,0.329604,0.328872,0.336151,0.225562
904,0.330097,0.32936,0.336241,0.225426
905,0.330612,0.329858,0.336349,0.225291
906,0.331123,0.330353,0.336438,0.225127
907,0.331628,0.330868,0.336527,0.224982
908,0.332146,0.331414,0.336615,0.224867
909,0.332737,0.331977,0.336665,0.22473
910,0.3333,0.332562,0.33675,0.224584
911,0.333837,0.333143,0.336872,0.22444
912,0.334398,0.333702,0.337011,0.224307
913,0.334996,0.334302,0.337099,0.224156
914,0.335604,0.334919,0.337172,0.224003
915,0.336212,0.335538,0.33726,0.223858
916,0.336845,0.336181,0.337379,0.223727
917,0.337476,0.336844,0.337499,0.223568
918,0.338112,0.337532,0.337613,0.223416
919,0.338765,0.338244,0.337723,0.223313
920,0.339426,0.338938,0.337852,0.223197
921,0.340119,0.339634,0.337928,0.223096
922,0.340847,0.340344,0.337977,0.223005
923,0.341559,0.341047,0.338133,0.222868
924,0.342281,0.341749,0.33826,0.222712
925,0.343021,0.342479,0.338361,0.222555
926,0.343785,0.343257,0.338472,0.222411
927,0.344592,0.344034,0.338575,0.222271
928,0.345357,0.344814,0.338674,0.222142
929,0.34609,0.345589,0.338773,0.222032
930,0.346891,0.346346,0.338872,0.221948
931,0.347681,0.347122,0.338954,0.221845
932,0.348468,0.347915,0.339056,0.22173
933,0.349283,0.348722,0.339205,0.221617
934,0.350159,0.349569,0.339333,0.22149
935,0.35103,0.350399,0.339481,0.22139
936,0.351903,0.351241,0.339633,0.2213
937,0.352827,0.352179,0.339751,0.221175
938,0.353703,0.353071,0.339883,0.221042
939,0.354586,0.353958,0.34001,0.220919
940,0.35552,0.354881,0.340136,0.220817
941,0.356477,0.355844,0.340347,0.220743
942,0.357415,0.35676,0.34049,0.220668
943,0.358338,0.357637,0.340611,0.220564
944,0.359269,0.358522,0.340803,0.220423
945,0.360241,0.359435,0.340918,0.220335
946,0.361225,0.360385,0.341029,0.220261
947,0.362221,0.361356,0.341173,0.220177
948,0.363264,0.362291,0.341306,0.220079
949,0.364278,0.36325,0.341493,0.219987
950,0.365305,0.364227,0.341674,0.219928
951,0.366386,0.365208,0.341795,0.219899
952,0.367469,0.366238,0.34195,0.219798
953,0.368543,0.367247,0.342148,0.219726
954,0.369631,0.36825,0.342349,0.219685
955,0.370766,0.369312,0.342483,0.219616
956,0.371914,0.3704,0.342635,0.219529
957,0.373032,0.37148,0.342819,0.219441
958,0.374119,0.372549,0.343021,0.219373
959,0.375237,0.373656,0.343196,0.219345
960,0.376352,0.374718,0.343375,0.219277
961,0.377508,0.375768,0.343569,0.219182
962,0.378725,0.376849,0.343771,0.219098
963,0.379863,0.377902,0.34394,0.219043
964,0.381032,0.378983,0.344113,0.218981
965,0.382259,0.380109,0.344299,0.218904
966,0.383481,0.381248,0.344484,0.218823
967,0.384661,0.382354,0.344715,0.218763
968,0.385868,0.38344,0.344921,0.218729
969,0.387131,0.384528,0.34506,0.218716
970,0.38836,0.38564,0.345179,0.218702
971,0.389604,0.3868,0.345485,0.218652
972,0.390842,0.387953,0.345804,0.218562
973,0.392047,0.389048,0.345913,0.218455
974,0.39332,0.390233,0.346122,0.218462
975,0.394562,0.391373,0.346316,0.218425
976,0.395782,0.392464,0.346473,0.21833
977,0.397067,0.393604,0.346655,0.218277
978,0.398421,0.394823,0.346927,0.218221
979,0.399741,0.396016,0.347144,0.218166
980,0.400994,0.397125,0.347271,0.218119
981,0.402294,0.398222,0.347525,0.218086
982,0.40365,0.399396,0.347757,0.217976
983,0.404984,0.400554,0.348042,0.217904
984,0.406245,0.401615,0.348412,0.217957
985,0.407569,0.402781,0.348528,0.217905
986,0.408938,0.403934,0.348647,0.217865
987,0.410268,0.405052,0.348911,0.217843
988,0.411472,0.406167,0.349323,0.217785
989,0.412769,0.407279,0.349457,0.217649
990,0.414103,0.408447,0.34963,0.217598
991,0.4154,0.409603,0.349918,0.217644
992,0.416626,0.410571,0.350073,0.217626
993,0.417926,0.411651,0.350346,0.217587
994,0.419262,0.412776,0.350645,0.217555
995,0.420586,0.413852,0.350894,0.217545
996,0.42193,0.4149,0.351206,0.217532
997,0.423217,0.415988,0.351452,0.217515
998,0.424485,0.417089,0.351656,0.217487
999,0.425797,0.418163,0.351897,0.217446
1000,0.427169,0.419284,0.352258,0.217424
1001,0.421926,0.4149,0.351144,0.217491
1002,0.423196,0.415969,0.351392,0.217477
1003,0.424465,0.417042,0.351655,0.217455
1004,0.425755,0.418114,0.351916,0.217436
1005,0.427003,0.419151,0.352153,0.217416
1006,0.428279,0.420211,0.352399,0.217412
1007,0.42956,0.42128,0.352668,0.217413
1008,0.430847,0.422321,0.352946,0.217431
1009,0.43209,0.423361,0.353217,0.217436
1010,0.43332,0.424436,0.35352,0.217437
1011,0.434568,0.425489,0.353796,0.217441
1012,0.435792,0.426517,0.35405,0.217442
1013,0.437018,0.42753,0.354304,0.217443
1014,0.438238,0.428536,0.354538,0.217445
1015,0.439504,0.429576,0.354765,0.217457
1016,0.440745,0.430593,0.354999,0.217462
1017,0.441924,0.431568,0.355236,0.217462
1018,0.443132,0.432558,0.355519,0.217469
1019,0.444323,0.433536,0.355825,0.217481
1020,0.445503,0.434513,0.35611,0.217487
1021,0.446707,0.435488,0.356397,0.217493
1022,0.447897,0.436449,0.356679,0.217513
1023,0.449098,0.437419,0.356927,0.217544
1024,0.450295,0.438375,0.357215,0.217571
1025,0.451496,0.439313,0.357546,0.21761
1026,0.45266,0.440245,0.357837,0.217646
1027,0.45379,0.441154,0.358103,0.217675
1028,0.454953,0.442084,0.3584,0.217711
1029,0.456114,0.443031,0.358695,0.217764
1030,0.45725,0.443943,0.358991,0.217801
1031,0.458369,0.444835,0.359288,0.217828
1032,0.459536,0.445763,0.359626,0.217855
1033,0.460678,0.446639,0.359951,0.217882
1034,0.461794,0.447485,0.360251,0.217895
1035,0.462912,0.448344,0.360538,0.217899
1036,0.46402,0.449168,0.360817,0.217917
1037,0.465129,0.450003,0.361118,0.217931
1038,0.466211,0.450832,0.36141,0.217931
1039,0.46729,0.451645,0.361706,0.21795
1040,0.468386,0.452453,0.362027,0.217984
1041,0.469477,0.453275,0.362345,0.218017
1042,0.470537,0.454083,0.362654,0.21805
1043,0.47161,0.454887,0.362952,0.218092
1044,0.4727,0.455711,0.363249,0.218137
1045,0.473775,0.456505,0.363546,0.218184
1046,0.474861,0.45728,0.363821,0.218243
1047,0.475911,0.458052,0.364111,0.218299
1048,0.476923,0.458818,0.364402,0.218356
1049,0.47797,0.459571,0.364724,0.21841
1050,0.478995,0.460326,0.365048,0.218469
1051,0.479992,0.461068,0.365362,0.21852
1052,0.480995,0.461799,0.365679,0.218568
1053,0.482005,0.462524,0.366016,0.218612
1054,0.483014,0.46325,0.366322,0.218659
1055,0.484029,0.463977,0.36661,0.218704
1056,0.485018,0.464685,0.366913,0.218749
1057,0.485996,0.46538,0.367207,0.218797
1058,0.486993,0.466093,0.367514,0.218842
1059,0.487989,0.466809,0.367841,0.218886
1060,0.488965,0.46751,0.368147,0.218926
1061,0.489951,0.468216,0.368442,0.218962
1062,0.490937,0.468924,0.368747,0.218999
1063,0.491904,0.469626,0.369043,0.21903
1064,0.492869,0.470316,0.369352,0.219067
1065,0.493854,0.471009,0.369676,0.219111
1066,0.494829,0.471708,0.370007,0.219154
1067,0.495792,0.472399,0.370343,0.219197
1068,0.496728,0.473071,0.370688,0.21924
1069,0.497667,0.473756,0.371009,0.219276
1070,0.498593,0.474451,0.371318,0.219303
1071,0.499536,0.475136,0.37164,0.21934
1072,0.500488,0.475821,0.371955,0.219375
1073,0.501415,0.476492,0.372269,0.219417
1074,0.502342,0.477151,0.372595,0.219468
1075,0.503272,0.477828,0.372916,0.219517
1076,0.504191,0.478514,0.373222,0.219568
1077,0.505115,0.479195,0.373553,0.219626
1078,0.506045,0.479891,0.373895,0.219693
1079,0.506984,0.480575,0.374246,0.219755
1080,0.507925,0.481241,0.374628,0.219818
1081,0.508854,0.481907,0.374979,0.219881
1082,0.509779,0.482558,0.375309,0.219941
1083,0.510715,0.483228,0.375657,0.220002
1084,0.511655,0.483899,0.376001,0.220061
1085,0.512572,0.484578,0.376342,0.220125
1086,0.513485,0.485255,0.376687,0.220191
1087,0.514396,0.485945,0.377044,0.22026
1088,0.515313,0.48662,0.377401,0.220318
1089,0.516202,0.487282,0.37775,0.220374
1090,0.517101,0.487929,0.378088,0.220426
1091,0.517999,0.488551,0.378422,0.220468
1092,0.518902,0.489188,0.378762,0.220505
1093,0.519796,0.48982,0.379079,0.220542
1094,0.520687,0.490445,0.379416,0.220572
1095,0.521582,0.491071,0.379782,0.220584
1096,0.522481,0.491699,0.380124,0.220607
1097,0.523381,0.492328,0.38045,0.220632
1098,0.524263,0.492938,0.380789,0.220657
1099,0.525153,0.493543,0.381136,0.220693
1100,0.526036,0.494161,0.381478,0.220721
1101,0.526908,0.494779,0.38184,0.220749
1102,0.527773,0.495395,0.382188,0.220776
1103,0.528636,0.496004,0.382498,0.220802
1104,0.529502,0.496626,0.38284,0.220828
1105,0.530366,0.497232,0.383177,0.220851
1106,0.531221,0.497806,0.383508,0.220866
1107,0.532052,0.498385,0.383823,0.220886
1108,0.532872,0.498965,0.384136,0.220907
1109,0.533695,0.499547,0.384452,0.220924
1110,0.534507,0.500126,0.384755,0.220943
1111,0.535305,0.500694,0.385062,0.22096
1112,0.536097,0.501266,0.385385,0.220968
1113,0.536901,0.501828,0.385692,0.220987
1114,0.537691,0.502374,0.385977,0.221013
1115,0.538474,0.50291,0.386271,0.221041
1116,0.539267,0.503433,0.386563,0.221073
1117,0.540049,0.503962,0.386867,0.221106
1118,0.540827,0.504493,0.387174,0.221147
1119,0.5416,0.505017,0.387492,0.221185
1120,0.542342,0.505539,0.387795,0.221225
1121,0.543105,0.506054,0.388086,0.221266
1122,0.543872,0.506569,0.388384,0.221299
1123,0.54461,0.507072,0.388679,0.221331
1124,0.545347,0.507558,0.388974,0.221363
1125,0.546095,0.508037,0.389272,0.221397
1126,0.546837,0.508529,0.389581,0.221427
1127,0.547554,0.508994,0.389883,0.221453
1128,0.548275,0.509479,0.390191,0.221478
1129,0.548993,0.509983,0.390518,0.221497
1130,0.54972,0.510474,0.39082,0.221518
1131,0.550454,0.510961,0.391106,0.221541
1132,0.551154,0.511439,0.391387,0.221563
1133,0.551838,0.511898,0.39165,0.221579
1134,0.552525,0.512378,0.391925,0.221601
1135,0.553193,0.512868,0.392201,0.221626
1136,0.553849,0.513337,0.392483,0.221652
1137,0.55449,0.51381,0.392766,0.221678
1138,0.555145,0.514293,0.393044,0.221706
1139,0.555806,0.514752,0.393343,0.221738
1140,0.556443,0.515211,0.393635,0.221772
1141,0.557052,0.515644,0.393898,0.221796
1142,0.557652,0.516059,0.394158,0.221816
1143,0.558225,0.516486,0.394403,0.22183
1144,0.558768,0.516897,0.39464,0.221837
1145,0.559317,0.517305,0.394883,0.221846
1146,0.559874,0.517733,0.395144,0.221856
1147,0.560445,0.518143,0.395399,0.221877
1148,0.561013,0.518535,0.395645,0.221906
1149,0.561584,0.518927,0.395892,0.221929
1150,0.562158,0.519298,0.396136,0.221956
1151,0.562745,0.519695,0.39638,0.22198
1152,0.563337,0.5201,0.396617,0.221999
1153,0.563915,0.520503,0.396878,0.22202
1154,0.564507,0.520911,0.39713,0.222041
1155,0.565109,0.521318,0.397392,0.222069
1156,0.565699,0.521705,0.397651,0.222093
1157,0.566301,0.522086,0.397897,0.222117
1158,0.566897,0.52245,0.39814,0.222143
1159,0.567485,0.522807,0.398378,0.222166
1160,0.568087,0.523179,0.39864,0.222186
1161,0.568686,0.523545,0.398905,0.222199
1162,0.56929,0.52392,0.399159,0.222212
1163,0.569905,0.52431,0.399436,0.222226
1164,0.570506,0.524679,0.399706,0.222246
1165,0.571101,0.525031,0.399963,0.222269
1166,0.571692,0.525397,0.400238,0.222297
1167,0.572271,0.525757,0.400527,0.222332
1168,0.572862,0.526119,0.400803,0.222357
1169,0.573449,0.526481,0.401071,0.222377
1170,0.574027,0.526838,0.40134,0.222397
1171,0.574617,0.527196,0.401603,0.222417
1172,0.575206,0.527548,0.401865,0.222438
1173,0.575787,0.527893,0.402129,0.222462
1174,0.576361,0.528228,0.402382,0.222485
1175,0.576926,0.528547,0.402643,0.222507
1176,0.577469,0.528858,0.402895,0.222518
1177,0.577997,0.52918,0.403138,0.222532
1178,0.57852,0.529496,0.403392,0.222539
1179,0.579038,0.529813,0.403645,0.222536
1180,0.579547,0.530124,0.403896,0.222538
1181,0.580039,0.530407,0.40414,0.222524
1182,0.580528,0.530682,0.404378,0.222512
1183,0.581,0.530939,0.404607,0.222504
1184,0.581457,0.531181,0.404831,0.222487
1185,0.581901,0.531432,0.405059,0.22247
1186,0.582327,0.531677,0.405288,0.222449
1187,0.58275,0.531936,0.405517,0.222431
1188,0.583162,0.532203,0.405744,0.222412
1189,0.583583,0.532479,0.405988,0.222397
1190,0.584016,0.532755,0.406231,0.222383
1191,0.584451,0.533027,0.406467,0.222376
1192,0.584876,0.533294,0.406706,0.222371
1193,0.58531,0.533555,0.406936,0.222365
1194,0.585732,0.53382,0.407159,0.22236
1195,0.586138,0.534075,0.407385,0.222351
1196,0.586563,0.534337,0.407621,0.222343
1197,0.58699,0.534606,0.407857,0.222339
1198,0.587417,0.534876,0.408089,0.222329
1199,0.587839,0.535134,0.408316,0.222321
1200,0.58826,0.535389,0.408539,0.222314
1201,0.588652,0.535631,0.408736,0.222296
1202,0.589029,0.535852,0.408929,0.22228
1203,0.589396,0.536064,0.409131,0.222267
1204,0.589748,0.536283,0.409327,0.222256
1205,0.590109,0.536501,0.409524,0.222249
1206,0.590478,0.53673,0.409736,0.222245
1207,0.590842,0.536959,0.409933,0.222242
1208,0.591195,0.537179,0.410128,0.222239
1209,0.591551,0.537398,0.410325,0.222236
1210,0.59189,0.537609,0.410523,0.22223
1211,0.592233,0.537824,0.410708,0.222225
1212,0.592576,0.538043,0.410901,0.22222
1213,0.592921,0.538255,0.411087,0.222213
1214,0.593271,0.538465,0.411269,0.222203
1215,0.593602,0.538663,0.411464,0.222189
1216,0.593929,0.538857,0.411655,0.222176
1217,0.594259,0.539064,0.41185,0.222165
1218,0.594588,0.539271,0.412045,0.222154
1219,0.594922,0.539475,0.412225,0.222141
1220,0.595254,0.539678,0.412413,0.222127
1221,0.595551,0.53985,0.412588,0.222106
1222,0.595844,0.540028,0.412771,0.222083
1223,0.596134,0.540202,0.412964,0.222064
1224,0.596417,0.54037,0.413137,0.222053
1225,0.596714,0.540551,0.413305,0.222045
1226,0.597014,0.540728,0.413484,0.222043
1227,0.597305,0.540902,0.413655,0.222041
1228,0.597593,0.541078,0.41383,0.222042
1229,0.597874,0.541255,0.414006,0.222044
1230,0.598144,0.541419,0.41419,0.222051
1231,0.598423,0.541588,0.414368,0.222057
1232,0.598705,0.541765,0.414548,0.22207
1233,0.598973,0.541935,0.41473,0.222082
1234,0.599236,0.5421,0.414907,0.22209
1235,0.59949,0.542265,0.415081,0.222103
1236,0.599757,0.542449,0.415266,0.222117
1237,0.60002,0.542633,0.415446,0.222127
1238,0.60028,0.542825,0.415619,0.222134
1239,0.600547,0.543027,0.41579,0.22213
1240,0.600815,0.543225,0.415964,0.222123
1241,0.601057,0.543393,0.41612,0.222104
1242,0.601307,0.543568,0.416276,0.222082
1243,0.601549,0.543733,0.416432,0.222061
1244,0.601793,0.543891,0.416584,0.222042
1245,0.602036,0.544047,0.416743,0.222021
1246,0.602253,0.544178,0.416896,0.221996
1247,0.602471,0.544299,0.41705,0.221974
1248,0.602687,0.544414,0.417217,0.221955
1249,0.602898,0.544524,0.417378,0.22194
1250,0.603103,0.54462,0.417537,0.221931
1251,0.603308,0.544723,0.417703,0.221921
1252,0.60351,0.544824,0.417876,0.221912
1253,0.603706,0.544928,0.418031,0.221902
1254,0.603906,0.545025,0.41819,0.221892
1255,0.604102,0.54513,0.418342,0.221884
1256,0.6043,0.545244,0.418493,0.221878
1257,0.604498,0.54536,0.418657,0.221874
1258,0.604678,0.545481,0.418816,0.221866
1259,0.60486,0.545613,0.418969,0.221854
1260,0.605053,0.545748,0.419122,0.221843
1261,0.605244,0.545892,0.419271,0.221828
1262,0.605434,0.546042,0.419413,0.22181
1263,0.60562,0.546193,0.41956,0.221792
1264,0.605795,0.546349,0.419702,0.221771
1265,0.605963,0.546494,0.419834,0.221747
1266,0.606145,0.546633,0.419981,0.221726
1267,0.606331,0.54677,0.420123,0.221707
1268,0.606508,0.546895,0.420252,0.221692
1269,0.606684,0.547016,0.420381,0.221678
1270,0.606851,0.547132,0.420503,0.221667
1271,0.607012,0.547236,0.420621,0.221662
1272,0.607176,0.547334,0.420748,0.221658
1273,0.607342,0.547421,0.420887,0.221657
1274,0.607506,0.547506,0.421018,0.221658
1275,0.607668,0.547582,0.421147,0.221662
1276,0.607832,0.547664,0.421286,0.221668
1277,0.607996,0.547745,0.421423,0.221677
1278,0.608156,0.547828,0.42155,0.221686
1279,0.608308,0.547908,0.421676,0.221698
1280,0.608454,0.54798,0.421795,0.221707
1281,0.608592,0.548056,0.421909,0.221713
1282,0.608735,0.548132,0.422024,0.22172
1283,0.608881,0.548216,0.422144,0.221723
1284,0.60902,0.548309,0.42226,0.221725
1285,0.609173,0.548406,0.42237,0.221729
1286,0.609339,0.548516,0.422492,0.221738
1287,0.609504,0.548614,0.422609,0.221748
1288,0.609673,0.5487,0.422716,0.221758
1289,0.60983,0.548768,0.422824,0.221764
1290,0.609984,0.548823,0.422934,0.221763
1291,0.610091,0.548852,0.423026,0.221746
1292,0.610195,0.54888,0.423126,0.221729
1293,0.610316,0.548921,0.423229,0.221711
1294,0.610433,0.548972,0.423328,0.221686
1295,0.610547,0.549024,0.423422,0.22166
1296,0.610708,0.549114,0.423527,0.221644
1297,0.610843,0.549198,0.423634,0.221623
1298,0.610963,0.549282,0.423736,0.221597
1299,0.611073,0.549363,0.423843,0.221573
1300,0.611171,0.549441,0.423952,0.221547
1301,0.611261,0.549525,0.424066,0.221521
1302,0.611355,0.549616,0.424177,0.221495
1303,0.611443,0.549703,0.424282,0.221468
1304,0.611522,0.54979,0.424381,0.221444
1305,0.611606,0.54988,0.424478,0.221422
1306,0.611674,0.549952,0.424575,0.221398
1307,0.611735,0.550016,0.424672,0.221379
1308,0.611799,0.550079,0.42476,0.22136
1309,0.611855,0.550142,0.424852,0.221336
1310,0.611907,0.550207,0.424937,0.221318
1311,0.611983,0.550296,0.425025,0.22131
1312,0.612058,0.550391,0.425116,0.221305
1313,0.612128,0.550481,0.425199,0.221305
1314,0.612195,0.550567,0.425282,0.221306
1315,0.612254,0.550654,0.425373,0.221308
1316,0.612293,0.550743,0.425443,0.221309
1317,0.612332,0.550834,0.425514,0.221306
1318,0.612363,0.550914,0.425593,0.221306
1319,0.612391,0.551004,0.425655,0.221307
1320,0.612401,0.551081,0.425715,0.221304
1321,0.612372,0.551125,0.425761,0.221291
1322,0.612345,0.551168,0.425807,0.221279
1323,0.612309,0.551213,0.425844,0.221262
1324,0.612269,0.551242,0.425885,0.221247
1325,0.612225,0.551256,0.425932,0.221234
1326,0.612176,0.55126,0.425955,0.221213
1327,0.612104,0.551261,0.425973,0.221195
1328,0.612028,0.551261,0.425986,0.221174
1329,0.611957,0.551268,0.425987,0.221152
1330,0.611878,0.551272,0.425985,0.221133
1331,0.611807,0.551272,0.425977,0.221113
1332,0.611737,0.551279,0.425962,0.221088
1333,0.611651,0.551265,0.425944,0.221063
1334,0.611566,0.551244,0.425922,0.221037
1335,0.611453,0.551209,0.42588,0.221006
1336,0.611344,0.551169,0.425827,0.22098
1337,0.611232,0.551128,0.425761,0.220947
1338,0.611097,0.551072,0.425679,0.220907
1339,0.610988,0.551016,0.42558,0.220865
1340,0.610883,0.550951,0.425466,0.220812
1341,0.61078,0.550864,0.425333,0.220755
1342,0.610699,0.550776,0.425193,0.220699
1343,0.610584,0.550658,0.425038,0.220629
1344,0.610466,0.550523,0.424857,0.220552
1345,0.610336,0.550376,0.42465,0.220461
1346,0.610186,0.550215,0.424423,0.22036
1347,0.610045,0.550051,0.424185,0.220258
1348,0.609901,0.54988,0.423921,0.220145
1349,0.609757,0.549705,0.423663,0.220038
1350,0.609614,0.549517,0.423394,0.21993
1351,0.609437,0.549303,0.423103,0.219811
1352,0.609259,0.549075,0.422801,0.219687
1353,0.609084,0.548868,0.42251,0.219576
1354,0.60891,0.548666,0.422223,0.219468
1355,0.608745,0.54849,0.421952,0.219376
1356,0.608609,0.548369,0.421702,0.219305
1357,0.608482,0.54829,0.421482,0.219256
1358,0.608368,0.548235,0.421279,0.219224
1359,0.608246,0.548195,0.421067,0.219191
1360,0.608124,0.548176,0.420874,0.219177
1361,0.60799,0.548163,0.420686,0.219181
1362,0.60784,0.548166,0.420498,0.219195
1363,0.607691,0.548196,0.420334,0.219239
1364,0.607521,0.548232,0.420173,0.219297
1365,0.607324,0.54827,0.420001,0.219361
1366,0.607082,0.548293,0.419799,0.219426
1367,0.606804,0.548307,0.419566,0.219484
1368,0.606499,0.548306,0.419296,0.219537
1369,0.606156,0.548289,0.418996,0.219592
1370,0.605765,0.54824,0.418653,0.219633
1371,0.605325,0.548165,0.418273,0.219666
1372,0.604802,0.548047,0.41784,0.219685
1373,0.60418,0.547859,0.417325,0.219666
1374,0.603463,0.547626,0.416747,0.219633
1375,0.602659,0.547352,0.416116,0.219582
1376,0.601742,0.547058,0.415465,0.219525
1377,0.600716,0.546705,0.414739,0.219443
1378,0.59952,0.546331,0.414001,0.21936
1379,0.598181,0.545904,0.41321,0.219254
1380,0.596688,0.545469,0.41244,0.219163
1381,0.595037,0.545028,0.411659,0.21908
1382,0.593308,0.54461,0.410932,0.219019
1383,0.591444,0.54418,0.410233,0.218965
1384,0.5895,0.543776,0.409551,0.218933
1385,0.587519,0.543397,0.408902,0.218912
1386,0.585533,0.543041,0.408276,0.218902
1387,0.583576,0.542721,0.407667,0.218905
1388,0.581676,0.542417,0.407064,0.218908
1389,0.579787,0.542126,0.406447,0.218913
1390,0.57797,0.541853,0.405819,0.218925
1391,0.576188,0.541553,0.405154,0.218918
1392,0.574425,0.541247,0.404445,0.2189
1393,0.572709,0.540937,0.403707,0.218886
1394,0.570994,0.540616,0.402925,0.218864
1395,0.569261,0.540276,0.402101,0.218835
1396,0.567496,0.539916,0.401263,0.218813
1397,0.565633,0.539529,0.400383,0.218785
1398,0.563689,0.539104,0.399483,0.218749
1399,0.561692,0.538654,0.398591,0.218719
1400,0.559631,0.538187,0.39769,0.218689
1401,0.557548,0.537712,0.39681,0.21866
1402,0.555419,0.537229,0.395948,0.218645
1403,0.553279,0.536736,0.395084,0.218628
1404,0.551179,0.536236,0.394236,0.218606
1405,0.54908,0.535738,0.393403,0.218596
1406,0.547076,0.535264,0.392593,0.218596
1407,0.545206,0.534813,0.391823,0.218603
1408,0.543445,0.534402,0.391104,0.21863
1409,0.541859,0.534025,0.390424,0.218661
1410,0.540407,0.533678,0.38978,0.218701
1411,0.539132,0.533351,0.389169,0.218736
1412,0.538018,0.533061,0.388603,0.218779
1413,0.537096,0.532801,0.388073,0.218821
1414,0.53635,0.532567,0.387573,0.218868
1415,0.53579,0.532378,0.387125,0.218912
1416,0.535431,0.532234,0.386724,0.218958
1417,0.535209,0.532113,0.386358,0.219005
1418,0.535136,0.532026,0.386038,0.219048
1419,0.535221,0.531971,0.38577,0.219086
1420,0.535428,0.531943,0.385544,0.219124
1421,0.535747,0.531956,0.385379,0.219168
1422,0.536182,0.531985,0.385243,0.219212
1423,0.536705,0.53202,0.385139,0.219258
1424,0.537299,0.532065,0.38507,0.219305
